orden_base;orden_pagina;orden_en_pagina;tipo_registro;id_registro;id_padre;seccion;pagina;Marca;ruta_relativa;area_principal;subarea_1;subarea_2;nombre_recurso;grupo_modal;tipo_activo;formatos_disponibles;cantidad_formatos;descripcion_clara;tiene_descargas;cantidad_items_descargables_pagina;cantidad_opciones_descarga_pagina;notas;redundancia_detectada;detalle_redundancia;palabras_clave;texto_indexacion
135;10;1;descargable;D-010-001;P-010;Templates;Templates;;sections/templates.html;E-mails;Construcción de elementos;¡Ahí viene la placa!;E-mail 1;editables;Editable;ai, pptx;2;Templates | E-mails > Construcción de elementos > ¡Ahí viene la placa! | Recurso: E-mail 1 | Modal / grupo: editables | Tipo de activo: Editable | Formatos disponibles: ai, pptx | Detalle: E-mails > Construcción de elementos > ¡Ahí viene la placa!: Descarga de E-mail 1.;Sí;;;;No;;Templates | E-mails | Construcción de elementos | ¡Ahí viene la placa! | E-mail 1 | editables | Editable | ai, pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: E-mails | Subárea 1: Construcción de elementos | Subárea 2: ¡Ahí viene la placa! | Nombre del recurso: E-mail 1 | Grupo modal: editables | Tipo de activo: Editable | Formatos disponibles: ai, pptx | E-mails > Construcción de elementos > ¡Ahí viene la placa!: Descarga de E-mail 1 en formato .ai.
136;10;2;descargable;D-010-002;P-010;Templates;Templates;;sections/templates.html;E-mails;Construcción de elementos;¡Ahí viene la placa!;E-mail 2;editables;Editable;ai, pptx;2;Templates | E-mails > Construcción de elementos > ¡Ahí viene la placa! | Recurso: E-mail 2 | Modal / grupo: editables | Tipo de activo: Editable | Formatos disponibles: ai, pptx | Detalle: E-mails > Construcción de elementos > ¡Ahí viene la placa!: Descarga de E-mail 2.;Sí;;;;No;;Templates | E-mails | Construcción de elementos | ¡Ahí viene la placa! | E-mail 2 | editables | Editable | ai, pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: E-mails | Subárea 1: Construcción de elementos | Subárea 2: ¡Ahí viene la placa! | Nombre del recurso: E-mail 2 | Grupo modal: editables | Tipo de activo: Editable | Formatos disponibles: ai, pptx | E-mails > Construcción de elementos > ¡Ahí viene la placa!: Descarga de E-mail 2 en formato .ai.
137;10;3;descargable;D-010-003;P-010;Templates;Templates;;sections/templates.html;E-mails;Construcción de elementos;¡Ahí viene la placa!;E-mail 3;editables;Editable;ai, pptx;2;Templates | E-mails > Construcción de elementos > ¡Ahí viene la placa! | Recurso: E-mail 3 | Modal / grupo: editables | Tipo de activo: Editable | Formatos disponibles: ai, pptx | Detalle: E-mails > Construcción de elementos > ¡Ahí viene la placa!: Descarga de E-mail 3.;Sí;;;;No;;Templates | E-mails | Construcción de elementos | ¡Ahí viene la placa! | E-mail 3 | editables | Editable | ai, pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: E-mails | Subárea 1: Construcción de elementos | Subárea 2: ¡Ahí viene la placa! | Nombre del recurso: E-mail 3 | Grupo modal: editables | Tipo de activo: Editable | Formatos disponibles: ai, pptx | E-mails > Construcción de elementos > ¡Ahí viene la placa!: Descarga de E-mail 3 en formato .ai.
138;10;4;descargable;D-010-004;P-010;Templates;Templates;;sections/templates.html;E-mails;Construcción de elementos;¡Ahí viene la placa!;Invitación 1;editables;Editable;ai, pptx;2;Templates | E-mails > Construcción de elementos > ¡Ahí viene la placa! | Recurso: Invitación 1 | Modal / grupo: editables | Tipo de activo: Editable | Formatos disponibles: ai, pptx | Detalle: E-mails > Construcción de elementos > ¡Ahí viene la placa!: Descarga de Invitación 1.;Sí;;;;No;;Templates | E-mails | Construcción de elementos | ¡Ahí viene la placa! | Invitación 1 | editables | Editable | ai, pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: E-mails | Subárea 1: Construcción de elementos | Subárea 2: ¡Ahí viene la placa! | Nombre del recurso: Invitación 1 | Grupo modal: editables | Tipo de activo: Editable | Formatos disponibles: ai, pptx | E-mails > Construcción de elementos > ¡Ahí viene la placa!: Descarga de Invitación 1 en formato .ai.
139;10;5;descargable;D-010-005;P-010;Templates;Templates;;sections/templates.html;E-mails;Construcción de elementos;¡Ahí viene la placa!;Invitación 2;editables;Editable;ai, pptx;2;Templates | E-mails > Construcción de elementos > ¡Ahí viene la placa! | Recurso: Invitación 2 | Modal / grupo: editables | Tipo de activo: Editable | Formatos disponibles: ai, pptx | Detalle: E-mails > Construcción de elementos > ¡Ahí viene la placa!: Descarga de Invitación 2.;Sí;;;;No;;Templates | E-mails | Construcción de elementos | ¡Ahí viene la placa! | Invitación 2 | editables | Editable | ai, pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: E-mails | Subárea 1: Construcción de elementos | Subárea 2: ¡Ahí viene la placa! | Nombre del recurso: Invitación 2 | Grupo modal: editables | Tipo de activo: Editable | Formatos disponibles: ai, pptx | E-mails > Construcción de elementos > ¡Ahí viene la placa!: Descarga de Invitación 2 en formato .ai.
140;10;6;descargable;D-010-006;P-010;Templates;Templates;;sections/templates.html;E-mails;Construcción de elementos;¡Ahí viene la placa!;Invitación 3;editables;Editable;ai, pptx;2;Templates | E-mails > Construcción de elementos > ¡Ahí viene la placa! | Recurso: Invitación 3 | Modal / grupo: editables | Tipo de activo: Editable | Formatos disponibles: ai, pptx | Detalle: E-mails > Construcción de elementos > ¡Ahí viene la placa!: Descarga de Invitación 3.;Sí;;;;No;;Templates | E-mails | Construcción de elementos | ¡Ahí viene la placa! | Invitación 3 | editables | Editable | ai, pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: E-mails | Subárea 1: Construcción de elementos | Subárea 2: ¡Ahí viene la placa! | Nombre del recurso: Invitación 3 | Grupo modal: editables | Tipo de activo: Editable | Formatos disponibles: ai, pptx | E-mails > Construcción de elementos > ¡Ahí viene la placa!: Descarga de Invitación 3 en formato .ai.
141;10;7;descargable;D-010-007;P-010;Templates;Templates;;sections/templates.html;Hojas membretadas;;;Claim;documento;Documento editable;docx;1;Templates | Hojas membretadas | Recurso: Claim | Modal / grupo: documento | Tipo de activo: Documento editable | Formatos disponibles: docx | Detalle: Hojas membretadas: Documento editable Claim en formato Word (.docx).;Sí;;;;No;;Templates | Hojas membretadas | Claim | documento | Documento editable | docx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: Hojas membretadas | Nombre del recurso: Claim | Grupo modal: documento | Tipo de activo: Documento editable | Formatos disponibles: docx | Hojas membretadas: Documento editable Claim en formato Word (.docx).
142;10;8;descargable;D-010-008;P-010;Templates;Templates;;sections/templates.html;Hojas membretadas;;;Logo;documento;Documento editable;docx;1;Templates | Hojas membretadas | Recurso: Logo | Modal / grupo: documento | Tipo de activo: Documento editable | Formatos disponibles: docx | Detalle: Hojas membretadas: Documento editable Logo en formato Word (.docx).;Sí;;;;No;;Templates | Hojas membretadas | Logo | documento | Documento editable | docx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: Hojas membretadas | Nombre del recurso: Logo | Grupo modal: documento | Tipo de activo: Documento editable | Formatos disponibles: docx | Hojas membretadas: Documento editable Logo en formato Word (.docx).
143;10;9;descargable;D-010-009;P-010;Templates;Templates;;sections/templates.html;Presentaciones;;;Dominio Cultural;powerpoint;Presentación PowerPoint;pptx;1;Templates | Presentaciones | Recurso: Dominio Cultural | Modal / grupo: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Detalle: Presentaciones: Plantilla Dominio Cultural en formato PowerPoint (.pptx).;Sí;;;;No;;Templates | Presentaciones | Dominio Cultural | powerpoint | Presentación PowerPoint | pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: Presentaciones | Nombre del recurso: Dominio Cultural | Grupo modal: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Presentaciones: Plantilla Dominio Cultural en formato PowerPoint (.pptx).
144;10;10;descargable;D-010-010;P-010;Templates;Templates;;sections/templates.html;Presentaciones;;;Dominio Digital;powerpoint;Presentación PowerPoint;pptx;1;Templates | Presentaciones | Recurso: Dominio Digital | Modal / grupo: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Detalle: Presentaciones: Plantilla Dominio Digital en formato PowerPoint (.pptx).;Sí;;;;No;;Templates | Presentaciones | Dominio Digital | powerpoint | Presentación PowerPoint | pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: Presentaciones | Nombre del recurso: Dominio Digital | Grupo modal: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Presentaciones: Plantilla Dominio Digital en formato PowerPoint (.pptx).
145;10;11;descargable;D-010-011;P-010;Templates;Templates;;sections/templates.html;Presentaciones;;;Dominio Negocio;powerpoint;Presentación PowerPoint;pptx;1;Templates | Presentaciones | Recurso: Dominio Negocio | Modal / grupo: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Detalle: Presentaciones: Plantilla Dominio Negocio en formato PowerPoint (.pptx).;Sí;;;;No;;Templates | Presentaciones | Dominio Negocio | powerpoint | Presentación PowerPoint | pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: Presentaciones | Nombre del recurso: Dominio Negocio | Grupo modal: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Presentaciones: Plantilla Dominio Negocio en formato PowerPoint (.pptx).
146;10;12;descargable;D-010-012;P-010;Templates;Templates;;sections/templates.html;Presentaciones;;;Dominio Organizacional;powerpoint;Presentación PowerPoint;pptx;1;Templates | Presentaciones | Recurso: Dominio Organizacional | Modal / grupo: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Detalle: Presentaciones: Plantilla Dominio Organizacional en formato PowerPoint (.pptx).;Sí;;;;No;;Templates | Presentaciones | Dominio Organizacional | powerpoint | Presentación PowerPoint | pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: Presentaciones | Nombre del recurso: Dominio Organizacional | Grupo modal: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Presentaciones: Plantilla Dominio Organizacional en formato PowerPoint (.pptx).
147;10;13;descargable;D-010-013;P-010;Templates;Templates;;sections/templates.html;Presentaciones;;;Institucional 1;powerpoint;Presentación PowerPoint;pptx;1;Templates | Presentaciones | Recurso: Institucional 1 | Modal / grupo: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Detalle: Presentaciones: Plantilla Institucional 1 en formato PowerPoint (.pptx).;Sí;;;;No;;Templates | Presentaciones | Institucional 1 | powerpoint | Presentación PowerPoint | pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: Presentaciones | Nombre del recurso: Institucional 1 | Grupo modal: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Presentaciones: Plantilla Institucional 1 en formato PowerPoint (.pptx).
148;10;14;descargable;D-010-014;P-010;Templates;Templates;;sections/templates.html;Presentaciones;;;Institucional 2;powerpoint;Presentación PowerPoint;pptx;1;Templates | Presentaciones | Recurso: Institucional 2 | Modal / grupo: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Detalle: Presentaciones: Plantilla Institucional 2 en formato PowerPoint (.pptx).;Sí;;;;No;;Templates | Presentaciones | Institucional 2 | powerpoint | Presentación PowerPoint | pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: Presentaciones | Nombre del recurso: Institucional 2 | Grupo modal: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Presentaciones: Plantilla Institucional 2 en formato PowerPoint (.pptx).
149;10;15;descargable;D-010-015;P-010;Templates;Templates;;sections/templates.html;Presentaciones;;;Institucional 3;powerpoint;Presentación PowerPoint;pptx;1;Templates | Presentaciones | Recurso: Institucional 3 | Modal / grupo: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Detalle: Presentaciones: Plantilla Institucional 3 en formato PowerPoint (.pptx).;Sí;;;;No;;Templates | Presentaciones | Institucional 3 | powerpoint | Presentación PowerPoint | pptx | sections/templates.html | descargable | descarga;Sección: Templates | Página: Templates | Ruta: sections/templates.html | Área principal: Presentaciones | Nombre del recurso: Institucional 3 | Grupo modal: powerpoint | Tipo de activo: Presentación PowerPoint | Formatos disponibles: pptx | Presentaciones: Plantilla Institucional 3 en formato PowerPoint (.pptx).
150;11;0;pagina;P-011;;Templates;Mi firma;;mi-firma/mi-firma.html;;;;Mi firma;;Página;;0;Generador de firma de e-mail con formulario, vista previa, copiado y pasos de implementación en Outlook. Bloques principales: ¡Creá tu firma!.;No;0;0;;No;;Templates | Mi firma | mi-firma/mi-firma.html | ¡Creá tu firma! | página;Sección: Templates | Página: Mi firma | Ruta: mi-firma/mi-firma.html | Descripción: Generador de firma de e-mail con formulario, vista previa, copiado y pasos de implementación en Outlook. | Bloques: ¡Creá tu firma! | Tiene descargas: No
151;12;0;pagina;P-012;;Templates;Firma (redirect);;firma/firma.html;;;;Firma (redirect);;Página;;0;Página técnica de redirección hacia el generador de firma.;No;0;0;Redirección a mi-firma/mi-firma.html;Sí;"Página técnica / de redirección; su contenido funcional se resuelve en otra página.";Templates | Firma (redirect) | firma/firma.html | página;Sección: Templates | Página: Firma (redirect) | Ruta: firma/firma.html | Descripción: Página técnica de redirección hacia el generador de firma. | Tiene descargas: No | Notas: Redirección a mi-firma/mi-firma.html
152;13;0;pagina;P-013;;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;;;;Audiovisuales;;Página;;0;"Biblioteca audiovisual con publicidad, imágenes de marca y carteleras internas descargables. Bloques principales: Publicidad; Imágenes; Carteleras internas.";Sí;62;62;;No;;"Audiovisuales | sections/audiovisuales.html | Publicidad; Imágenes; Carteleras internas | página | descargas";"Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Descripción: Biblioteca audiovisual con publicidad, imágenes de marca y carteleras internas descargables. | Bloques: Publicidad; Imágenes; Carteleras internas | Tiene descargas: Sí | Cantidad de ítems descargables: 62 | Cantidad de opciones de descarga: 62"
153;13;1;descargable;D-013-001;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Carteleras internas;;;Canales Digitales | Nova Design-System;video;Video;mp4;1;Audiovisuales | Carteleras internas | Recurso: Canales Digitales | Nova Design-System | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Carteleras internas: Archivo de video Canales Digitales | Nova Design-System.;Sí;;;;No;;Audiovisuales | Carteleras internas | Canales Digitales | Nova Design-System | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Carteleras internas | Nombre del recurso: Canales Digitales | Nova Design-System | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Carteleras internas: Archivo de video Canales Digitales | Nova Design-System en formato .mp4.
154;13;2;descargable;D-013-002;P-013;Audiovisuales;Audiovisuales;;sections/audiovisuales.html;Carteleras internas;;;Personal | Extensores;video;Video;mp4;1;Audiovisuales | Carteleras internas | Recurso: Personal | Extensores | Modal / grupo: video | Tipo de activo: Video | Formatos disponibles: mp4 | Detalle: Carteleras internas: Archivo de video Personal | Extensores.;Sí;;;;No;;Audiovisuales | Carteleras internas | Personal | Extensores | video | Video | mp4 | sections/audiovisuales.html | descargable | descarga;Sección: Audiovisuales | Página: Audiovisuales | Ruta: sections/audiovisuales.html | Área principal: Carteleras internas | Nombre del recurso: Personal | Extensores | Grupo modal: video | Tipo de activo: Video | Formatos disponibles: mp4 | Carteleras internas: Archivo de video Personal | Extensores en formato .mp4.
